timestamp,alarm_id,cell_id,alarm_type,severity,description,status,source_system,affected_services
2025-08-10 23:01:30.341433,419d39ef-2692-4b77-9765-4ecf6d37879b,CELL_0071,HIGH_LATENCY,WARNING,Network latency above SLA requirements,CLEARED,NMS_3,0
2025-08-10 23:01:30.341433,87fea122-1232-4352-8d81-0d9ffade8d5d,CELL_0055,BANDWIDTH_CONGESTION,MINOR,Bandwidth utilization at capacity,CLEARED,NMS_3,0
2025-08-10 23:01:30.341433,8f511659-f6d9-422c-a5a2-0e49d7d7be93,CELL_0053,BANDWIDTH_CONGESTION,MINOR,Bandwidth utilization at capacity,ACKNOWLEDGED,NMS_5,0
2025-08-10 23:01:40.341118,032e04ef-f868-43f3-acbc-1f8116bc8957,CELL_0006,BANDWIDTH_CONGESTION,MINOR,Bandwidth utilization at capacity,CLEARED,NMS_5,0
2025-08-10 23:01:40.341118,407b6061-db84-4a57-bddf-bcd6b40ba0a9,CELL_0081,SERVICE_DEGRADATION,INFO,Service quality metrics below threshold,ACKNOWLEDGED,NMS_2,0
2025-08-10 23:01:40.341118,e3f1b1bd-1b29-4241-b732-aa3ca85b14af,CELL_0067,SERVICE_DEGRADATION,CRITICAL,Service quality metrics below threshold,CLEARED,NMS_3,3
2025-08-10 23:01:40.341118,f84ebe0e-b8be-4ecc-881f-3d1df3f70542,CELL_0053,SECURITY_BREACH,WARNING,Potential security breach detected,ACKNOWLEDGED,NMS_1,0
2025-08-10 23:01:50.341793,31cadf7b-de05-471a-a65c-705b6c860a2d,CELL_0072,TEMPERATURE_ALERT,INFO,Equipment temperature outside normal range,CLEARED,NMS_5,0
2025-08-10 23:01:50.341793,42aca84b-497a-4387-9859-c207f2cb00ec,CELL_0022,TEMPERATURE_ALERT,MAJOR,Equipment temperature outside normal range,ACKNOWLEDGED,NMS_1,2
2025-08-10 23:01:50.341793,a50411fe-e53d-456a-bce2-6d35d55d7d8f,CELL_0001,HARDWARE_FAILURE,WARNING,Hardware component failure detected,ACKNOWLEDGED,NMS_4,0
