timestamp,log_id,component,log_level,message,thread_id,session_id,user_id,ip_address
2025-08-10 16:55:40.224318,30bd2016-678e-405a-91af-72bdae29288c,RAN_CONTROLLER,WARN,Configuration change detected,T_5778,S_947557,U_40,192.168.203.25
2025-08-10 16:55:40.224318,76f8a53c-8750-4a32-befe-fc7390eccea8,PACKET_GATEWAY,WARN,Resource utilization approaching threshold,T_3159,S_455080,U_1909,192.168.132.131
2025-08-10 16:55:45.225101,cd8b8c2c-a07b-4065-9312-876f0aef963b,IMS,INFO,Handover completed,T_9776,S_352761,U_546,192.168.238.14
2025-08-10 16:55:45.225101,0bafdd46-5df7-4fe3-add3-636ab9dceb34,HSS,WARN,Retry attempt for failed operation,T_9916,S_979380,U_7625,192.168.237.230
2025-08-10 16:55:50.225446,13fc3722-ee13-4b73-99ce-f1597749a039,IMS,INFO,System backup completed,T_1767,S_177235,U_9524,192.168.130.70
2025-08-10 16:55:50.225446,bdcff729-fd95-4e99-93f3-84ccd94646fb,HSS,WARN,Retry attempt for failed operation,T_4223,S_459427,U_4357,192.168.159.152
2025-08-10 16:55:50.225446,0ab9f1a2-1e7d-40a2-929d-464427b7bedf,NMS,ERROR,Failed to establish connection,T_5126,S_250703,U_2173,192.168.143.171
2025-08-10 16:55:50.225446,f1a649db-54aa-4c6c-bffa-25d9c1d60147,PACKET_GATEWAY,INFO,System backup completed,T_1103,S_476716,U_9170,192.168.181.18
2025-08-10 16:55:55.225785,34a7aac5-bd71-4034-80ab-35647f862f4f,RAN_CONTROLLER,INFO,System backup completed,T_4583,S_850699,U_9130,192.168.195.30
2025-08-10 16:55:55.225785,7dd3af6a-bc40-4f4a-91ea-86e51a0fef08,MME,INFO,Handover completed,T_5986,S_863423,U_6938,192.168.38.93
2025-08-10 16:56:00.226118,a16f29e9-c8ba-42e6-9a5a-d2282e5d3f27,BILLING_SYSTEM,DEBUG,Debug trace for component initialization,T_9399,S_461195,U_4571,192.168.201.20
2025-08-10 16:56:00.226118,1c019e6d-e49b-42dc-baf7-6ec854beedd2,NMS,INFO,Handover completed,T_8072,S_515153,U_9764,192.168.141.250
2025-08-10 16:56:00.226118,8d84099a-a52d-4c9a-a70a-0cb47fdd5934,PACKET_GATEWAY,INFO,System backup completed,T_6541,S_909846,U_6256,192.168.45.224
2025-08-10 16:56:00.226118,57aad73a-2524-49c3-a92e-8bb05bb1c808,CORE_NETWORK,WARN,Configuration change detected,T_4788,S_953862,U_1890,192.168.22.10
2025-08-10 16:56:00.226118,206acc72-9760-4d6e-9558-2f72f15e0a2c,NMS,DEBUG,Debug: Processing routine maintenance task,T_9565,S_624240,U_9991,192.168.130.170
2025-08-10 16:56:00.226118,d6a02f67-882a-4ce9-b658-ea70a15e8417,BASE_STATION,DEBUG,Debug trace for component initialization,T_9389,S_562892,U_2144,192.168.113.14
2025-08-10 16:56:05.226661,149a845b-651f-4b69-b3f4-57b91dff379a,PACKET_GATEWAY,DEBUG,Debug trace for component initialization,T_7345,S_877259,U_1930,192.168.65.227
2025-08-10 16:56:05.226661,e4304a28-d3be-4682-aa27-8b1bdb7e55fe,IMS,WARN,Retry attempt for failed operation,T_5758,S_697046,U_5423,192.168.219.248
2025-08-10 16:56:05.226661,1e01b84b-5857-408d-909f-6b200b7a5d03,RAN_CONTROLLER,ERROR,Authentication timeout,T_7036,S_200826,U_6240,192.168.171.41
2025-08-10 16:56:05.226661,cd8edaa9-db2e-405d-be8a-19937e80ac6d,HSS,INFO,System backup completed,T_6888,S_837614,U_6427,192.168.193.60
2025-08-10 16:56:05.226661,76708193-16d9-4f8c-b801-7dbe113d1a09,BILLING_SYSTEM,FATAL,Emergency shutdown initiated,T_6712,S_321691,U_1628,192.168.239.10
2025-08-10 16:56:05.226661,a090cd29-d11c-49b1-99b2-a26eaeee13e1,BASE_STATION,DEBUG,Debug trace for component initialization,T_9443,S_359254,U_7957,192.168.244.12
2025-08-10 16:56:10.225740,9dbc4a25-7a5e-4ac7-afc6-5e324190f584,PCRF,WARN,Resource utilization approaching threshold,T_3109,S_359361,U_5596,192.168.114.18
2025-08-10 16:56:10.225740,f6e46598-ed7a-471b-b5b2-24538ccc2dbc,BASE_STATION,INFO,Handover completed,T_2267,S_969554,U_9080,192.168.234.109
2025-08-10 16:56:10.225740,4aa14536-86f6-4ae9-984c-719fbbedb3c8,BASE_STATION,DEBUG,Debug: Processing routine maintenance task,T_9997,S_524472,U_9816,192.168.99.237
2025-08-10 16:56:10.225740,4e9a7b9f-248c-4732-a9fa-76b470c2867f,BILLING_SYSTEM,WARN,Configuration change detected,T_3944,S_765431,U_1062,192.168.205.247
2025-08-10 16:56:10.225740,c5868b7f-f454-475f-bf6b-a0ea2cf954e1,NMS,INFO,User session established successfully,T_2641,S_105887,U_509,192.168.228.126
