timestamp,log_id,component,log_level,message,thread_id,session_id,user_id,ip_address
2025-08-10 22:39:20.468436,98f2f9d1-c22f-4d2d-b44f-b13107bb75b2,RAN_CONTROLLER,INFO,User session established successfully,T_2192,S_812716,U_1657,192.168.7.173
2025-08-10 22:39:20.468436,529eaaac-3185-418c-b7d6-071bb4fc3ef4,NMS,INFO,Handover completed,T_8380,S_839609,U_2027,192.168.179.253
2025-08-10 22:39:20.468436,df63785f-b4df-4a16-ae73-8c4065ec524c,HSS,INFO,System backup completed,T_5930,S_541390,U_6204,192.168.24.199
2025-08-10 22:39:25.468936,ee4bb8fc-adcc-4e7a-afb5-b5b6c5ffaa4e,RAN_CONTROLLER,INFO,System backup completed,T_9504,S_337716,U_8557,192.168.59.199
2025-08-10 22:39:25.468936,84aedbe6-9dea-4665-b208-ce9d76ed0476,PCRF,INFO,System backup completed,T_5200,S_795238,U_3698,192.168.180.59
2025-08-10 22:39:30.469615,687f56dd-4339-42eb-b14b-dfb856478fb3,RAN_CONTROLLER,INFO,Handover completed,T_9481,S_161086,U_6372,192.168.21.120
2025-08-10 22:39:30.469615,ee810668-e6a9-45df-be67-1365e25cc9a5,MME,INFO,Handover completed,T_5099,S_883825,U_4702,192.168.17.39
2025-08-10 22:39:35.470419,1329329b-db8a-499e-9b19-2322c12a21cb,IMS,FATAL,Emergency shutdown initiated,T_3646,S_942949,U_7222,192.168.19.31
2025-08-10 22:39:35.470419,d5c2f5e6-2001-4ae0-8397-cf7ada9d2fb7,NMS,DEBUG,Debug: Processing routine maintenance task,T_3483,S_578471,U_9351,192.168.112.131
2025-08-10 22:39:40.470473,eee88a90-85ec-40af-8a45-d2ef101017f5,RAN_CONTROLLER,DEBUG,Debug trace for component initialization,T_9052,S_960025,U_1588,192.168.242.56
2025-08-10 22:39:40.470473,55a50fde-2787-44f1-98b9-72bdaca0a7ce,BASE_STATION,INFO,User session established successfully,T_7576,S_245877,U_3952,192.168.41.68
2025-08-10 22:39:40.470473,c77ff33a-eac4-4b15-b3fd-62f2e383c6d3,CORE_NETWORK,DEBUG,Debug: Processing routine maintenance task,T_1106,S_472396,U_9282,192.168.161.205
2025-08-10 22:39:45.471981,cc9ee5c3-ba8b-4618-a36b-5d79aea0378f,BASE_STATION,ERROR,Database query failed,T_4123,S_531962,U_3089,192.168.252.187
2025-08-10 22:39:45.471981,cbe28b95-53d0-44c6-95c5-6cb91e7f2f6e,BASE_STATION,INFO,System backup completed,T_5005,S_649932,U_3771,192.168.106.34
2025-08-10 22:39:50.472386,bd9a00c7-fd30-4ab4-b93d-ff8abd0568d7,RAN_CONTROLLER,WARN,Configuration change detected,T_6903,S_728120,U_6525,192.168.31.70
2025-08-10 22:39:50.472386,1bbe94d3-ddca-4afa-819b-babd3529b26b,BILLING_SYSTEM,DEBUG,Debug: Processing routine maintenance task,T_5172,S_212278,U_4083,192.168.14.136
2025-08-10 22:39:50.472386,de4fe331-6b98-4537-9221-be549603e9b4,BILLING_SYSTEM,ERROR,Authentication timeout,T_5882,S_568386,U_5680,192.168.25.11
2025-08-10 22:39:50.472386,9ef21cf5-ddd6-41d7-a95a-15a53009900f,PCRF,INFO,Handover completed,T_9040,S_936299,U_8642,192.168.180.249
2025-08-10 22:39:55.473310,d969aefe-c51b-4df6-8d3a-f544ac6a736f,NMS,INFO,System backup completed,T_4351,S_895888,U_6537,192.168.154.162
2025-08-10 22:39:55.473310,b78e5b2e-1f58-49ed-a868-49b47a88a266,BILLING_SYSTEM,DEBUG,Debug trace for component initialization,T_9771,S_786268,U_6040,192.168.101.197
2025-08-10 22:39:55.473310,c864afbf-25bf-4f6a-ae32-6e3e9abf08a0,NMS,INFO,User session established successfully,T_6022,S_968178,U_1074,192.168.167.21
2025-08-10 22:40:00.475234,1eeb9790-0888-4684-8986-73632f13978b,MME,ERROR,Failed to establish connection,T_5869,S_479357,U_3861,192.168.90.226
2025-08-10 22:40:00.475234,636e823f-18e8-47b3-8a79-bab43963a886,RAN_CONTROLLER,DEBUG,Debug trace for component initialization,T_4598,S_879757,U_6861,192.168.165.24
2025-08-10 22:40:00.475234,4fc61b48-ad14-484a-8a57-f4819bc3ba38,BILLING_SYSTEM,ERROR,Database query failed,T_8654,S_601195,U_4305,192.168.235.116
2025-08-10 22:40:05.476420,3c5b41ee-21e3-4c6b-b806-defba46fb4a8,BILLING_SYSTEM,DEBUG,Debug: Processing routine maintenance task,T_1704,S_412338,U_1543,192.168.15.223
2025-08-10 22:40:05.476420,20274ec5-08d6-412d-91ad-26580dca1aaf,CORE_NETWORK,INFO,User session established successfully,T_3058,S_430291,U_7165,192.168.102.240
2025-08-10 22:40:05.476420,74def646-272a-4ea0-b56e-710447241711,PCRF,FATAL,Emergency shutdown initiated,T_6936,S_104005,U_5220,192.168.107.82
2025-08-10 22:40:10.475780,22e8daad-62e7-4f4e-afdd-6e567ccb823c,PACKET_GATEWAY,DEBUG,Debug trace for component initialization,T_8388,S_524418,U_9383,192.168.11.240
2025-08-10 22:40:10.475780,664b42d0-e00c-40fe-bee2-680ba7703ca5,CORE_NETWORK,INFO,User session established successfully,T_5023,S_805403,U_2789,192.168.4.232
2025-08-10 22:40:15.476452,7116116c-1a2c-4c65-91db-36845702ea51,PACKET_GATEWAY,INFO,System backup completed,T_4484,S_812936,U_2680,192.168.143.236
2025-08-10 22:40:15.476452,67ee0993-79d1-48f1-a1e4-aff55a67fe9a,IMS,DEBUG,Debug trace for component initialization,T_4188,S_872526,U_3346,192.168.53.51
2025-08-10 22:40:15.476452,48c39b4d-5d60-4b77-9e74-9f6698741a34,NMS,DEBUG,Debug trace for component initialization,T_6366,S_815960,U_2291,192.168.220.245
2025-08-10 22:40:15.476452,a7e633a1-28f8-412a-ac6a-2c41431cd4b0,BASE_STATION,INFO,User session established successfully,T_9981,S_397090,U_3004,192.168.162.180
2025-08-10 22:40:20.477582,d235db21-b05e-4ecb-b30f-bd8c34d0a4da,RAN_CONTROLLER,INFO,User session established successfully,T_1370,S_826132,U_7120,192.168.13.103
2025-08-10 22:40:20.477582,9648d5df-9af6-43f0-8bb6-08bc8c84e1f1,PACKET_GATEWAY,INFO,System backup completed,T_2432,S_186163,U_4201,192.168.231.218
2025-08-10 22:40:20.477582,dc8c0b81-864d-498b-9fbd-118cf65b0ce9,PACKET_GATEWAY,ERROR,Failed to establish connection,T_5526,S_310634,U_9699,192.168.160.180
2025-08-10 22:40:20.477582,7727676f-c18a-491b-b32a-9e13b97b570a,BILLING_SYSTEM,INFO,User session established successfully,T_5946,S_467453,U_1898,192.168.84.149
2025-08-10 22:40:25.478728,e80967f4-7923-4e66-bd24-c945111d16ef,PCRF,ERROR,Failed to establish connection,T_5139,S_701872,U_4788,192.168.133.65
2025-08-10 22:40:25.478728,1fb8dd6b-965a-4afb-91da-b8e0a1ffc937,HSS,INFO,Handover completed,T_9755,S_663595,U_5090,192.168.229.176
2025-08-10 22:40:25.478728,41ff6317-713e-49b8-8b4e-0f8eab153176,PACKET_GATEWAY,INFO,Handover completed,T_6687,S_963208,U_3482,192.168.238.30
2025-08-10 22:40:30.479988,448add03-73ec-4d38-8892-8f446342a78a,MME,WARN,Configuration change detected,T_7732,S_176666,U_7066,192.168.254.157
2025-08-10 22:40:30.479988,4fd2800b-ddbd-4b14-b5ff-ae0c64e6a5b9,RAN_CONTROLLER,INFO,System backup completed,T_8753,S_742912,U_115,192.168.120.201
2025-08-10 22:40:30.479988,0a8fd1f6-5abf-4316-9869-ee88578451a8,BILLING_SYSTEM,WARN,Retry attempt for failed operation,T_5741,S_341247,U_663,192.168.235.251
2025-08-10 22:40:35.480913,79cabb4b-891a-44bd-9701-6df0d658a6f8,RAN_CONTROLLER,DEBUG,Debug trace for component initialization,T_5922,S_738130,U_7908,192.168.135.241
2025-08-10 22:40:35.480913,deec91e1-29f6-4ee8-9bea-96186f81f2d8,MME,WARN,Resource utilization approaching threshold,T_6016,S_529477,U_8690,192.168.158.29
2025-08-10 22:40:35.480913,ffd6da32-2260-4dc8-b8c2-45677b3a86d7,NMS,INFO,User session established successfully,T_8271,S_705218,U_2423,192.168.111.19
2025-08-10 22:40:35.480913,22b4d6b4-b9fe-446b-a888-c78efa13d75d,PCRF,INFO,User session established successfully,T_2753,S_777002,U_6287,192.168.179.141
2025-08-10 22:40:35.480913,62816a03-775f-463e-8af1-96b8b0522898,CORE_NETWORK,ERROR,Database query failed,T_3137,S_825247,U_7515,192.168.43.221
2025-08-10 22:40:40.480947,fb8ce7f0-0a7f-436a-b157-66d93e8cd672,PACKET_GATEWAY,WARN,Resource utilization approaching threshold,T_1382,S_446602,U_8077,192.168.239.12
2025-08-10 22:40:40.480947,297e97e7-cef0-45e8-90ff-3dac3d57c21f,CORE_NETWORK,WARN,Retry attempt for failed operation,T_3302,S_968016,U_8338,192.168.59.98
2025-08-10 22:40:40.480947,d256e01c-03ad-4bd1-b48b-24b5c2f9a749,RAN_CONTROLLER,WARN,Resource utilization approaching threshold,T_8597,S_275931,U_367,192.168.77.229
2025-08-10 22:40:45.481881,3a5b6ae3-ae45-4201-ab17-af64ff0e1d0c,MME,INFO,Handover completed,T_9325,S_689407,U_6829,192.168.81.215
2025-08-10 22:40:45.481881,b1e5d69e-0dbc-4307-b529-e706113aed2e,PCRF,INFO,User session established successfully,T_3030,S_686857,U_2032,192.168.84.240
