timestamp,alarm_id,cell_id,alarm_type,severity,description,status,source_system,affected_services
2025-08-10 23:28:52.524356,a7e22cc7-b5bc-416a-a5cd-de90127519f7,CELL_0038,SERVICE_DEGRADATION,MAJOR,Service quality metrics below threshold,CLEARED,NMS_4,5
2025-08-10 23:28:52.524356,eb567e2f-89a7-4169-bb4f-9468d909813c,CELL_0096,HARDWARE_FAILURE,INFO,Hardware component failure detected,ACKNOWLEDGED,NMS_3,0
2025-08-10 23:28:52.524356,3802095e-8e2a-4ac8-973b-83b1e60394a4,CELL_0048,HIGH_MEMORY_USAGE,WARNING,Memory usage above acceptable limits,CLEARED,NMS_4,0
2025-08-10 23:29:02.525271,4d4743c6-8ee0-4594-a345-c1b26e6cae0a,CELL_0081,BANDWIDTH_CONGESTION,WARNING,Bandwidth utilization at capacity,ACKNOWLEDGED,NMS_4,0
2025-08-10 23:29:02.525271,e8b522fb-e493-4d97-80c4-d1a4f687c6bf,CELL_0064,SERVICE_DEGRADATION,MINOR,Service quality metrics below threshold,ACKNOWLEDGED,NMS_2,0
2025-08-10 23:29:02.525271,d47645eb-125b-44bb-807f-2e3b002bddae,CELL_0057,HIGH_MEMORY_USAGE,WARNING,Memory usage above acceptable limits,ACTIVE,NMS_3,0
2025-08-10 23:29:02.525271,5dd5cb9f-2413-4259-8ed6-e4edee1e78fa,CELL_0001,HIGH_MEMORY_USAGE,MAJOR,Memory usage above acceptable limits,ACTIVE,NMS_2,10
2025-08-10 23:29:12.531533,3e402e85-2a2b-4125-ac0f-3e116db47fba,CELL_0099,SERVICE_DEGRADATION,MAJOR,Service quality metrics below threshold,CLEARED,NMS_5,1
2025-08-10 23:29:12.531533,3a87e91f-e3d3-4263-9050-e099a41e6183,CELL_0004,SECURITY_BREACH,MINOR,Potential security breach detected,CLEARED,NMS_5,0
2025-08-10 23:29:22.532593,59253364-f43b-48fe-ac67-be2ffbd17256,CELL_0022,BANDWIDTH_CONGESTION,INFO,Bandwidth utilization at capacity,ACKNOWLEDGED,NMS_3,0
2025-08-10 23:29:22.532593,e15b9493-fd90-4d64-9b65-1c41d450f5d6,CELL_0046,POWER_OUTAGE,INFO,Power supply interruption detected,ACTIVE,NMS_5,0
2025-08-10 23:29:32.533779,b7e0f9ec-25d2-4531-a84b-7db8bdd33815,CELL_0041,TEMPERATURE_ALERT,MAJOR,Equipment temperature outside normal range,CLEARED,NMS_2,6
2025-08-10 23:29:32.533779,4df412a8-7af9-40dc-94c7-7b75cd7e446b,CELL_0018,HIGH_CPU_UTILIZATION,INFO,CPU utilization exceeded threshold,CLEARED,NMS_2,0
2025-08-10 23:29:42.537279,5633b36d-4e33-4f63-8e2b-9c667553ab4d,CELL_0015,HIGH_LATENCY,MINOR,Network latency above SLA requirements,CLEARED,NMS_2,0
2025-08-10 23:29:42.537279,f6986893-413c-4180-9d26-b9c33b53021a,CELL_0010,NETWORK_CONNECTIVITY_LOSS,MINOR,Network connectivity lost to remote node,ACTIVE,NMS_5,0
2025-08-10 23:29:42.537279,28e01caf-1223-4ef3-a183-0aa2427e45be,CELL_0059,HIGH_CPU_UTILIZATION,MAJOR,CPU utilization exceeded threshold,ACKNOWLEDGED,NMS_3,7
2025-08-10 23:29:42.537279,1857453c-0c6e-4bac-9175-05122a8d05fd,CELL_0006,SECURITY_BREACH,MINOR,Potential security breach detected,ACKNOWLEDGED,NMS_3,0
2025-08-10 23:29:52.539038,27b9a3ef-7be7-4ebb-8201-c4d38998a199,CELL_0021,TEMPERATURE_ALERT,WARNING,Equipment temperature outside normal range,ACTIVE,NMS_3,0
2025-08-10 23:29:52.539038,2bc9c2bb-2175-4272-9be9-e70576a5d670,CELL_0050,NETWORK_CONNECTIVITY_LOSS,MINOR,Network connectivity lost to remote node,ACKNOWLEDGED,NMS_5,0
2025-08-10 23:29:52.539038,7288b0a9-10e4-4424-beda-2a7266cac3b6,CELL_0067,POWER_OUTAGE,MINOR,Power supply interruption detected,ACKNOWLEDGED,NMS_1,0
2025-08-10 23:29:52.539038,7d9723ff-347d-4b52-8cfb-b8da4aeab2fe,CELL_0082,SERVICE_DEGRADATION,MINOR,Service quality metrics below threshold,ACTIVE,NMS_5,0
2025-08-10 23:30:02.541498,1963f0e7-4fb4-435d-aeda-f318bd83b44f,CELL_0037,NETWORK_CONNECTIVITY_LOSS,MAJOR,Network connectivity lost to remote node,ACKNOWLEDGED,NMS_1,7
2025-08-10 23:30:02.541498,a358fe32-09be-42b2-8ec3-8e7882ad639f,CELL_0087,HARDWARE_FAILURE,WARNING,Hardware component failure detected,ACTIVE,NMS_5,0
2025-08-10 23:30:12.547653,55dfb429-d280-4185-9223-55e950c3fe16,CELL_0011,HARDWARE_FAILURE,WARNING,Hardware component failure detected,CLEARED,NMS_3,0
2025-08-10 23:30:12.547653,8c312e16-8ac9-4a4e-baab-35f345b61e5c,CELL_0013,SECURITY_BREACH,WARNING,Potential security breach detected,CLEARED,NMS_5,0
2025-08-10 23:30:12.547653,dee1729b-c9c5-4bdb-a089-996787a72e38,CELL_0035,HARDWARE_FAILURE,WARNING,Hardware component failure detected,ACTIVE,NMS_3,0
2025-08-10 23:30:12.547653,678e6eaa-6314-4028-8ae2-0ed4cd843e73,CELL_0086,HARDWARE_FAILURE,MINOR,Hardware component failure detected,ACKNOWLEDGED,NMS_1,0
2025-08-10 23:30:22.548233,8dc78235-0661-4ed8-bd6c-826872d05781,CELL_0044,PACKET_LOSS_THRESHOLD,WARNING,Packet loss rate exceeds configured threshold,ACKNOWLEDGED,NMS_5,0
2025-08-10 23:30:22.548233,534b2a08-4d85-4dc5-ba42-5264a6173d4a,CELL_0093,HARDWARE_FAILURE,CRITICAL,Hardware component failure detected,ACTIVE,NMS_4,1
2025-08-10 23:30:22.548233,d8af3336-594e-4b39-83b6-5075e8534a58,CELL_0026,SECURITY_BREACH,INFO,Potential security breach detected,ACTIVE,NMS_4,0
2025-08-10 23:30:32.549027,cf2c5ba9-10ad-4b4d-91e7-fb062b48b0b0,CELL_0020,HIGH_CPU_UTILIZATION,MINOR,CPU utilization exceeded threshold,ACTIVE,NMS_4,0
2025-08-10 23:30:32.549027,b1636fa0-3cfc-479b-8b90-57c43fbbe052,CELL_0036,HIGH_LATENCY,MAJOR,Network latency above SLA requirements,CLEARED,NMS_3,10
2025-08-10 23:30:32.549027,a65697a7-a36f-4130-a52f-79fc20bf48cf,CELL_0037,BANDWIDTH_CONGESTION,WARNING,Bandwidth utilization at capacity,ACTIVE,NMS_2,0
2025-08-10 23:30:32.549027,c98c9940-6c5a-4379-bfe4-12627e936e73,CELL_0074,BANDWIDTH_CONGESTION,MAJOR,Bandwidth utilization at capacity,ACKNOWLEDGED,NMS_4,5
2025-08-10 23:30:42.555630,29704cac-b147-464d-b3ee-367169582d88,CELL_0076,HIGH_CPU_UTILIZATION,WARNING,CPU utilization exceeded threshold,ACTIVE,NMS_2,0
2025-08-10 23:30:42.555630,e7b7256b-4362-4204-ab00-2ca7ad643a59,CELL_0017,POWER_OUTAGE,WARNING,Power supply interruption detected,ACKNOWLEDGED,NMS_3,0
2025-08-10 23:30:42.555630,d1966ee1-680d-4315-803b-e4278abcb708,CELL_0032,SECURITY_BREACH,WARNING,Potential security breach detected,ACTIVE,NMS_2,0
2025-08-10 23:30:42.555630,a5e9a24b-edd9-4596-9a4d-541290dde60a,CELL_0016,PACKET_LOSS_THRESHOLD,CRITICAL,Packet loss rate exceeds configured threshold,ACKNOWLEDGED,NMS_1,10
2025-08-10 23:30:42.555630,7f2f5e70-5f71-44c9-8529-b250870fa26c,CELL_0088,NETWORK_CONNECTIVITY_LOSS,WARNING,Network connectivity lost to remote node,CLEARED,NMS_5,0
2025-08-10 23:30:52.556758,62a3aa49-dad8-4a2b-a9c1-8ed07575365f,CELL_0067,BANDWIDTH_CONGESTION,MAJOR,Bandwidth utilization at capacity,ACKNOWLEDGED,NMS_3,7
2025-08-10 23:30:52.556758,8bcc9a0d-29f7-421c-b7a5-15fcc6ad2533,CELL_0076,AUTHENTICATION_FAILURE,INFO,Authentication attempt failed,ACTIVE,NMS_3,0
2025-08-10 23:31:02.557222,f4591e1c-27b2-4ded-95b5-1b3f0ee724cb,CELL_0005,TEMPERATURE_ALERT,MINOR,Equipment temperature outside normal range,ACTIVE,NMS_3,0
2025-08-10 23:31:02.557222,88fa1103-f8f7-4b75-908b-20064817a826,CELL_0093,AUTHENTICATION_FAILURE,MAJOR,Authentication attempt failed,ACKNOWLEDGED,NMS_2,6
2025-08-10 23:31:12.561496,e259ccff-50a0-4a55-a838-7239e6b5743a,CELL_0055,PACKET_LOSS_THRESHOLD,CRITICAL,Packet loss rate exceeds configured threshold,ACTIVE,NMS_2,1
2025-08-10 23:31:12.561496,8ac1edb6-dbb4-4e87-b859-78643a2a906d,CELL_0058,SECURITY_BREACH,MINOR,Potential security breach detected,ACTIVE,NMS_2,0
2025-08-10 23:31:22.562583,6c68e4ad-713e-462b-96c8-1fdb5713d073,CELL_0035,PACKET_LOSS_THRESHOLD,WARNING,Packet loss rate exceeds configured threshold,ACTIVE,NMS_3,0
2025-08-10 23:31:22.562583,9ad16d1b-c993-4a8f-9abb-6c62f48699ce,CELL_0080,BANDWIDTH_CONGESTION,WARNING,Bandwidth utilization at capacity,ACKNOWLEDGED,NMS_1,0
2025-08-10 23:31:32.563689,2a630d71-9474-440c-8601-62482e950968,CELL_0077,SECURITY_BREACH,WARNING,Potential security breach detected,ACTIVE,NMS_3,0
2025-08-10 23:31:32.563689,f4e516db-59f9-4e53-bb88-2aba4c51f12c,CELL_0081,SECURITY_BREACH,WARNING,Potential security breach detected,CLEARED,NMS_4,0
2025-08-10 23:31:42.567785,71f5b5e9-dd37-4b9b-97d6-ddd02f0b86ce,CELL_0096,TEMPERATURE_ALERT,MAJOR,Equipment temperature outside normal range,CLEARED,NMS_2,10
2025-08-10 23:31:42.567785,52702800-ef13-4d0c-bc0f-683078d22be7,CELL_0043,HIGH_LATENCY,MINOR,Network latency above SLA requirements,ACTIVE,NMS_2,0
2025-08-10 23:31:42.567785,6e7ba68a-4bac-4c8b-8aee-c9d8420ef9b7,CELL_0062,SERVICE_DEGRADATION,INFO,Service quality metrics below threshold,CLEARED,NMS_4,0
2025-08-10 23:31:52.569620,0912e2af-f185-4a4a-8ac9-e818a0c474a2,CELL_0001,NETWORK_CONNECTIVITY_LOSS,MAJOR,Network connectivity lost to remote node,ACTIVE,NMS_5,5
2025-08-10 23:31:52.569620,5c059bc3-4bac-4b64-912a-ba8e70dea0c0,CELL_0062,HIGH_CPU_UTILIZATION,WARNING,CPU utilization exceeded threshold,CLEARED,NMS_3,0
2025-08-10 23:31:52.569620,36f1d73f-9cd6-4097-a006-f49236488c78,CELL_0087,POWER_OUTAGE,MINOR,Power supply interruption detected,ACTIVE,NMS_4,0
2025-08-10 23:32:02.570581,d2600f6b-149e-41ef-908c-21819ce7c0c4,CELL_0031,SERVICE_DEGRADATION,INFO,Service quality metrics below threshold,ACTIVE,NMS_3,0
2025-08-10 23:32:02.570581,edb3d2f6-4999-40b5-9c1a-259db07dc771,CELL_0046,AUTHENTICATION_FAILURE,MAJOR,Authentication attempt failed,ACKNOWLEDGED,NMS_2,6
2025-08-10 23:32:02.570581,4377677b-fc70-4f88-b7a4-ff5dba6a5fac,CELL_0013,HIGH_CPU_UTILIZATION,WARNING,CPU utilization exceeded threshold,CLEARED,NMS_2,0
2025-08-10 23:32:02.570581,5fd832d0-dc58-4fc7-8628-2e3f87ead5b1,CELL_0048,SERVICE_DEGRADATION,WARNING,Service quality metrics below threshold,CLEARED,NMS_2,0
2025-08-10 23:32:12.576304,927aafe3-eec0-475f-b768-5bcc57aabd12,CELL_0055,HIGH_CPU_UTILIZATION,INFO,CPU utilization exceeded threshold,ACKNOWLEDGED,NMS_2,0
2025-08-10 23:32:12.576304,fd518ca7-8f76-419f-a785-a47d567f1b4d,CELL_0017,SECURITY_BREACH,MAJOR,Potential security breach detected,ACTIVE,NMS_1,4
2025-08-10 23:32:22.577372,d5e7c9e5-f56e-44e6-99be-6910928e2140,CELL_0056,SERVICE_DEGRADATION,MINOR,Service quality metrics below threshold,ACKNOWLEDGED,NMS_2,0
2025-08-10 23:32:22.577372,5396775d-40d7-4447-9f3c-e2b0f34cd288,CELL_0018,HARDWARE_FAILURE,MINOR,Hardware component failure detected,CLEARED,NMS_2,0
2025-08-10 23:32:32.578039,22d01756-f1c9-468e-a1e5-8186b7dfd670,CELL_0084,NETWORK_CONNECTIVITY_LOSS,WARNING,Network connectivity lost to remote node,ACTIVE,NMS_5,0
2025-08-10 23:32:32.578039,9840e102-e724-4b84-ab7e-9f834d6abac9,CELL_0041,HIGH_CPU_UTILIZATION,MINOR,CPU utilization exceeded threshold,ACTIVE,NMS_4,0
2025-08-10 23:32:32.578039,5e6775c0-0c12-4c2b-ae34-c98fed4821bf,CELL_0078,POWER_OUTAGE,MINOR,Power supply interruption detected,ACTIVE,NMS_4,0
2025-08-10 23:32:42.582653,fd2f82b7-0409-48bc-9dd3-34b09cc3e49d,CELL_0036,TEMPERATURE_ALERT,INFO,Equipment temperature outside normal range,ACKNOWLEDGED,NMS_2,0
2025-08-10 23:32:42.582653,07af9495-a74b-422c-b2b4-58617773769e,CELL_0076,POWER_OUTAGE,INFO,Power supply interruption detected,ACKNOWLEDGED,NMS_3,0
2025-08-10 23:32:42.582653,9a6b9979-5164-4df2-9d7a-b911b0042754,CELL_0024,HIGH_LATENCY,MINOR,Network latency above SLA requirements,CLEARED,NMS_3,0
2025-08-10 23:32:42.582653,2529cf5d-5a20-4cd4-9554-e481f6bf1c00,CELL_0044,HIGH_CPU_UTILIZATION,INFO,CPU utilization exceeded threshold,ACTIVE,NMS_4,0
2025-08-10 23:32:52.583699,89e496e8-4ba5-461b-a0da-59f723eb495b,CELL_0031,PACKET_LOSS_THRESHOLD,MAJOR,Packet loss rate exceeds configured threshold,CLEARED,NMS_4,4
2025-08-10 23:32:52.583699,1e058871-037e-426e-970e-e12ca4178097,CELL_0032,NETWORK_CONNECTIVITY_LOSS,INFO,Network connectivity lost to remote node,ACTIVE,NMS_1,0
2025-08-10 23:32:52.583699,938e3fd9-8422-41b0-9ca1-6e95a9c55928,CELL_0031,HIGH_MEMORY_USAGE,MINOR,Memory usage above acceptable limits,ACTIVE,NMS_4,0
2025-08-10 23:33:02.586157,f0b18d83-cc11-4df1-a74d-a75917ece301,CELL_0074,NETWORK_CONNECTIVITY_LOSS,MINOR,Network connectivity lost to remote node,ACKNOWLEDGED,NMS_4,0
2025-08-10 23:33:02.586157,45e947b4-5a20-4057-9574-021fa11fd4a0,CELL_0082,NETWORK_CONNECTIVITY_LOSS,WARNING,Network connectivity lost to remote node,ACTIVE,NMS_2,0
2025-08-10 23:33:12.589264,58eeda81-a7d4-4222-93f7-2ad17d9d25f3,CELL_0023,HARDWARE_FAILURE,WARNING,Hardware component failure detected,ACTIVE,NMS_1,0
2025-08-10 23:33:12.589264,09e6e805-83f8-4c46-88f0-fb601b6fdb1b,CELL_0023,SERVICE_DEGRADATION,WARNING,Service quality metrics below threshold,ACTIVE,NMS_5,0
2025-08-10 23:33:12.589264,4b40bd53-f9dc-4963-8392-f04748b9298c,CELL_0046,TEMPERATURE_ALERT,WARNING,Equipment temperature outside normal range,ACKNOWLEDGED,NMS_3,0
2025-08-10 23:33:12.589264,00fa5203-6e76-416e-930e-6fa531bb9814,CELL_0077,NETWORK_CONNECTIVITY_LOSS,INFO,Network connectivity lost to remote node,ACTIVE,NMS_5,0
2025-08-10 23:33:12.589264,7af509c3-c03d-48cc-98c4-e8a081e2b1c9,CELL_0083,SECURITY_BREACH,WARNING,Potential security breach detected,ACKNOWLEDGED,NMS_1,0
2025-08-10 23:33:22.590405,67820c6c-6f7d-4206-9769-fb40ec238a57,CELL_0023,SERVICE_DEGRADATION,MINOR,Service quality metrics below threshold,ACKNOWLEDGED,NMS_2,0
2025-08-10 23:33:22.590405,f9ad308b-d642-4b2d-85ed-b7f5e05ff7cf,CELL_0093,HARDWARE_FAILURE,MAJOR,Hardware component failure detected,ACTIVE,NMS_4,2
2025-08-10 23:33:22.590405,b2b76283-5364-4063-9964-6e20cf80936d,CELL_0031,POWER_OUTAGE,WARNING,Power supply interruption detected,ACKNOWLEDGED,NMS_5,0
2025-08-10 23:33:22.590405,c5e9023f-4f7c-4cc5-bdf7-59e5d209c391,CELL_0094,TEMPERATURE_ALERT,MAJOR,Equipment temperature outside normal range,ACKNOWLEDGED,NMS_1,6
2025-08-10 23:33:32.592366,2f167e50-1804-41cd-989a-44fac9b3a1b8,CELL_0089,BANDWIDTH_CONGESTION,MAJOR,Bandwidth utilization at capacity,ACKNOWLEDGED,NMS_5,8
2025-08-10 23:33:32.592366,410742f6-a2b3-4c2b-93e9-31c6087cf10d,CELL_0081,NETWORK_CONNECTIVITY_LOSS,WARNING,Network connectivity lost to remote node,CLEARED,NMS_2,0
2025-08-10 23:33:42.595080,e0cc7c63-2871-4077-bd9c-f89bcb391c7e,CELL_0050,PACKET_LOSS_THRESHOLD,MINOR,Packet loss rate exceeds configured threshold,CLEARED,NMS_5,0
2025-08-10 23:33:42.595080,e7a23536-4b9a-48d3-a598-2305559c533e,CELL_0096,SERVICE_DEGRADATION,WARNING,Service quality metrics below threshold,ACTIVE,NMS_4,0
2025-08-10 23:33:42.595080,13076f88-abe2-4dfd-9924-ced6e7ee2e56,CELL_0047,BANDWIDTH_CONGESTION,MINOR,Bandwidth utilization at capacity,ACTIVE,NMS_1,0
2025-08-10 23:33:42.595080,c3ac84ff-5f89-43cd-b040-9341fdee3f01,CELL_0065,PACKET_LOSS_THRESHOLD,CRITICAL,Packet loss rate exceeds configured threshold,ACKNOWLEDGED,NMS_4,2
2025-08-10 23:33:42.595080,a19a3852-c433-46e1-b8ce-43553d641753,CELL_0090,NETWORK_CONNECTIVITY_LOSS,MINOR,Network connectivity lost to remote node,CLEARED,NMS_4,0
