timestamp,log_id,component,log_level,message,thread_id,session_id,user_id,ip_address
2025-08-10 23:58:54.523739,e69672a9-9f5b-476f-8e66-812f73a22314,HSS,ERROR,Database query failed,T_2111,S_334615,U_2533,192.168.150.39
2025-08-10 23:58:54.523739,b63b849a-1a10-43ac-97aa-7d09ce254a84,IMS,WARN,Configuration change detected,T_6099,S_619520,U_8970,192.168.142.87
2025-08-10 23:58:54.523739,1550a4d5-d993-4704-8c23-452341579d4d,PCRF,ERROR,Authentication timeout,T_6319,S_666820,U_8350,192.168.227.151
2025-08-10 23:58:54.523739,22da0cce-a94f-40d4-9169-04d69a62f3bb,HSS,DEBUG,Debug trace for component initialization,T_3399,S_775617,U_1839,192.168.88.255
2025-08-10 23:58:54.523739,a41060b6-1e0d-4202-88b6-08734074e62d,CORE_NETWORK,INFO,User session established successfully,T_8673,S_521111,U_989,192.168.68.105
2025-08-10 23:58:59.525303,414c3c21-d565-46bd-8d73-7dbf59fbdaaa,MME,WARN,Resource utilization approaching threshold,T_7898,S_483231,U_1047,192.168.141.106
2025-08-10 23:58:59.525303,f1d940b7-dfd1-4e21-8701-989e29f4ad25,BILLING_SYSTEM,INFO,Handover completed,T_8592,S_296523,U_1966,192.168.158.74
2025-08-10 23:59:04.527955,86386b17-5ace-44bb-8486-ec14edec9b80,BASE_STATION,INFO,Handover completed,T_6243,S_647205,U_5762,192.168.217.98
2025-08-10 23:59:04.527955,7d5b5384-a97b-4bba-acc6-ac413c13eb8c,PACKET_GATEWAY,INFO,User session established successfully,T_1920,S_360271,U_8349,192.168.46.130
2025-08-10 23:59:04.527955,c442b97a-4cd3-4b08-9eac-7d1ac4eb5018,RAN_CONTROLLER,WARN,Retry attempt for failed operation,T_9641,S_288475,U_3327,192.168.55.121
2025-08-10 23:59:04.527955,e71da2f0-f8b9-4115-9517-d144bd999ec0,CORE_NETWORK,ERROR,Failed to establish connection,T_3249,S_769029,U_5079,192.168.45.37
2025-08-10 23:59:04.527955,5a958fca-14f5-4700-bdf3-4bb2c7dee0fe,CORE_NETWORK,INFO,User session established successfully,T_6358,S_147747,U_9539,192.168.43.186
2025-08-10 23:59:04.527955,a80386f4-9c51-40b1-9da3-13f91e261992,MME,WARN,Retry attempt for failed operation,T_4934,S_283817,U_3088,192.168.186.54
2025-08-10 23:59:09.534244,20f53d29-27ee-4355-ba55-1d3d7354f2ff,BILLING_SYSTEM,INFO,Handover completed,T_1913,S_983236,U_9932,192.168.125.64
2025-08-10 23:59:09.534244,b5e82655-b4b8-4742-b9aa-9ded24182bf3,MME,INFO,User session established successfully,T_1404,S_930052,U_1876,192.168.72.79
2025-08-10 23:59:09.534244,d266355e-37e2-4b9a-b23e-cc55e94c6e98,PCRF,DEBUG,Debug trace for component initialization,T_8974,S_981148,U_8177,192.168.197.69
2025-08-10 23:59:09.534244,36430e95-fec1-404f-8447-b46129407c97,BILLING_SYSTEM,WARN,Configuration change detected,T_1043,S_688502,U_1360,192.168.103.48
2025-08-10 23:59:09.534244,1be33879-1026-478a-b034-784398e785e1,RAN_CONTROLLER,DEBUG,Debug trace for component initialization,T_3502,S_429917,U_1913,192.168.36.208
