timestamp,cell_id,metric_type,latency_ms,throughput_mbps,packet_loss_percent,jitter_ms,rtt_ms,call_setup_success_rate,data_session_success_rate,handover_success_rate,call_drop_rate,cpu_utilization_percent,memory_utilization_percent,bandwidth_utilization_percent,disk_utilization_percent
2025-08-10 23:58:54.521727,CELL_0058,service_quality,,,,,,98.00425679753324,96.35444439441717,99.39471263135923,0.3469880519019543,,,,
2025-08-10 23:58:54.521727,CELL_0005,service_quality,,,,,,98.0612165740261,95.01035296672953,99.47159892889421,0.34999679277352375,,,,
2025-08-10 23:58:54.521727,CELL_0005,network_performance,42.70286500156645,134.19727446663208,1.4111888595494622,1.8396723565176534,87.69687670805409,,,,,,,,
2025-08-10 23:58:54.521727,CELL_0031,resource_utilization,,,,,,,,,,27.63171550863565,91.69214461614362,74.81350805979156,17.149756893988496
2025-08-10 23:58:54.521727,CELL_0031,network_performance,18.060416926562326,150.32582450231112,0.44742816151649645,1.9728842718669037,37.31045006141078,,,,,,,,
2025-08-10 23:58:54.521727,CELL_0091,network_performance,10.95520999541438,135.85840075743388,0.5063836544396625,2.280105766551608,20.743593748673753,,,,,,,,
2025-08-10 23:59:04.522708,CELL_0008,resource_utilization,,,,,,,,,,56.21267269850072,36.50738196407214,49.092152738905654,25.411533668532044
2025-08-10 23:59:04.522708,CELL_0008,network_performance,15.48895943049579,127.79150132833848,0.6329144807826215,1.2822696391379473,31.62963698326941,,,,,,,,
2025-08-10 23:59:04.522708,CELL_0025,network_performance,14.661846824956335,173.7976198888457,0.5433840013097073,2.7500809474069925,28.88231177401827,,,,,,,,
2025-08-10 23:59:04.522708,CELL_0025,service_quality,,,,,,96.99223736463215,96.00373619698998,99.76256007999343,0.22884043285034023,,,,
2025-08-10 23:59:04.522708,CELL_0039,service_quality,,,,,,97.24243527463939,98.61923143079967,100,0.23195232406355326,,,,
2025-08-10 23:59:04.522708,CELL_0094,resource_utilization,,,,,,,,,,38.37600220199584,61.51261831667362,100,21.292404023536516
2025-08-10 23:59:04.522708,CELL_0076,network_performance,17.357276406699622,159.4174672471679,0.2836808503971919,2.2349728348145357,32.99419655978499,,,,,,,,
2025-08-10 23:59:04.522708,CELL_0076,resource_utilization,,,,,,,,,,58.28415464006705,100,68.76565923482633,35.75663147670494
2025-08-10 23:59:04.522708,CELL_0076,service_quality,,,,,,100,99.61267829441248,99.5474165129823,0.31419350974864096,,,,
2025-08-10 23:59:04.522708,CELL_0010,service_quality,,,,,,100,99.38734263103291,99.67641526601389,0.1917830552609821,,,,
2025-08-10 23:59:04.522708,CELL_0068,service_quality,,,,,,98.98349378967585,100,97.73168490289927,0.19185910717498672,,,,
2025-08-10 23:59:04.522708,CELL_0068,resource_utilization,,,,,,,,,,26.834335637429955,64.62855411878158,100,40.43630800607273
2025-08-10 23:59:04.522708,CELL_0068,network_performance,14.188010091507154,127.91248994534428,0.743527962103362,2.2769871897022056,26.519106950094102,,,,,,,,
2025-08-10 23:59:04.522708,CELL_0073,service_quality,,,,,,100,96.13507682585966,98.0553981099315,0.2162300540558445,,,,
2025-08-10 23:59:14.528377,CELL_0062,resource_utilization,,,,,,,,,,99.22248286821429,56.691070233476026,80.17364019081114,45.2124156125602
2025-08-10 23:59:14.528377,CELL_0062,network_performance,14.581165979453562,111.18710637993175,0.3972918995229101,2.131278600124162,29.516977374277346,,,,,,,,
2025-08-10 23:59:14.528377,CELL_0062,service_quality,,,,,,99.80779953939596,100,99.86484329262284,0.24267071421123934,,,,
2025-08-10 23:59:14.528377,CELL_0040,network_performance,11.854326022267173,117.33426171362898,0.8410939063900036,1.7141533505750135,22.037293549003596,,,,,,,,
2025-08-10 23:59:14.528377,CELL_0024,resource_utilization,,,,,,,,,,36.41623295447743,100,53.68791242636084,32.27870001005623
2025-08-10 23:59:14.528377,CELL_0024,service_quality,,,,,,99.18393124668773,100,99.94045458452506,0.30501335095147236,,,,
2025-08-10 23:59:14.528377,CELL_0024,network_performance,19.11906492812587,157.47668478836277,0.4231354218785362,2.525557473168591,37.14477775337308,,,,,,,,
2025-08-10 23:59:14.528377,CELL_0011,resource_utilization,,,,,,,,,,35.48141549319586,55.958069922942286,65.72785799422901,24.883339423227845
2025-08-10 23:59:14.528377,CELL_0011,service_quality,,,,,,99.26566881941746,98.76172187136117,100,0.5108246326442468,,,,
