timestamp,cell_id,metric_type,latency_ms,throughput_mbps,packet_loss_percent,jitter_ms,rtt_ms,call_setup_success_rate,data_session_success_rate,handover_success_rate,call_drop_rate,cpu_utilization_percent,memory_utilization_percent,bandwidth_utilization_percent,disk_utilization_percent
2025-08-11 00:13:55.400888,CELL_0081,network_performance,13.960340668847328,132.3259132715662,0.505442502755983,2.15894949885877,28.280274212284446,,,,,,,,
2025-08-11 00:13:55.400888,CELL_0015,resource_utilization,,,,,,,,,,88.51907949304177,91.31134573374918,83.69476442430103,24.013444243413126
2025-08-11 00:13:55.400888,CELL_0067,network_performance,16.133306729165863,173.94145537118638,0.5280927885579848,2.8645896552812444,31.64387983358255,,,,,,,,
2025-08-11 00:13:55.400888,CELL_0067,resource_utilization,,,,,,,,,,34.60889411363847,44.40442255242045,93.64115531239484,32.3999954912073
2025-08-11 00:13:55.400888,CELL_0067,service_quality,,,,,,100,97.32809753070093,98.09776089298099,0.3472624223155833,,,,
2025-08-11 00:13:55.400888,CELL_0086,service_quality,,,,,,100,99.42439205602955,99.56326506659886,0.4080379771662881,,,,
2025-08-11 00:13:55.400888,CELL_0086,network_performance,14.5037824321566,156.39612322955338,0.3242995636363309,1.6168440381088272,29.124375070306076,,,,,,,,
2025-08-11 00:13:55.400888,CELL_0086,resource_utilization,,,,,,,,,,39.18168929148702,42.99417669719101,92.38905234035151,35.17375215296044
2025-08-11 00:14:05.401299,CELL_0085,network_performance,13.85972825409681,117.44864673037725,0.7105712670264055,2.3033446673513316,28.123827988853094,,,,,,,,
2025-08-11 00:14:05.401299,CELL_0085,resource_utilization,,,,,,,,,,50.75469219710381,58.93347172110482,32.867762129648725,33.64731602691287
2025-08-11 00:14:05.401299,CELL_0085,service_quality,,,,,,96.7992479654617,94.56890086917807,98.6078287847907,0.31479347594637536,,,,
2025-08-11 00:14:05.401299,CELL_0028,network_performance,13.07682298677231,141.24728892058158,0.7639350563488687,2.0708544367122026,26.227905536852703,,,,,,,,
2025-08-11 00:14:05.401299,CELL_0063,resource_utilization,,,,,,,,,,46.44935936892914,85.92762701722172,79.64551677894684,36.765814390553246
2025-08-11 00:14:05.401299,CELL_0042,network_performance,16.037655318825937,134.12359433475976,0.3637624467976599,2.7419655960358362,33.61951474988318,,,,,,,,
2025-08-11 00:14:05.401299,CELL_0042,service_quality,,,,,,97.26193666526292,94.81282666874743,99.08859684956677,0.21456646853919403,,,,
2025-08-11 00:14:05.401299,CELL_0041,service_quality,,,,,,100,98.20999500379311,99.27234314224577,0.46330016878490304,,,,
2025-08-11 00:14:05.401299,CELL_0041,network_performance,14.76640417239324,154.5789441272172,0.140869046047024,2.3237400227043943,28.988453504298302,,,,,,,,
2025-08-11 00:14:05.401299,CELL_0059,network_performance,15.595702893966935,158.55946618239287,0.37917989333743035,1.6847881930009698,31.356312667194146,,,,,,,,
2025-08-11 00:14:05.401299,CELL_0059,service_quality,,,,,,96.66084879621164,99.68197634702611,99.02214885429386,0.24174518151964713,,,,
2025-08-11 00:14:15.410810,CELL_0068,resource_utilization,,,,,,,,,,29.484843611025813,47.477631683484695,93.98607466304753,37.62642730419618
2025-08-11 00:14:15.410810,CELL_0025,network_performance,17.589253133717687,127.8016226568581,0.640671475578188,1.8157465251085494,36.02107615711982,,,,,,,,
2025-08-11 00:14:15.410810,CELL_0025,resource_utilization,,,,,,,,,,26.261862378662585,67.85571646800939,41.82344110485704,34.74214817017008
2025-08-11 00:14:15.410810,CELL_0088,service_quality,,,,,,98.37786112628422,100,99.15393011100863,0.361607469363213,,,,
2025-08-11 00:14:15.410810,CELL_0088,resource_utilization,,,,,,,,,,29.331647072417226,65.75973355605429,80.68638146674964,16.92920634669902
2025-08-11 00:14:15.410810,CELL_0063,resource_utilization,,,,,,,,,,46.87809903322713,46.63901949428797,100,46.14636961260215
2025-08-11 00:14:15.410810,CELL_0063,network_performance,54.76624317246722,163.8831008226961,1.813340323567915,1.4635622883035722,107.12502483307365,,,,,,,,
2025-08-11 00:14:15.410810,CELL_0063,service_quality,,,,,,98.70841504984638,98.59646342500697,98.29803213402955,0.2745244090005829,,,,
2025-08-11 00:14:15.410810,CELL_0078,network_performance,12.972806027978931,149.41282254836025,0.5152575641229121,2.5680121940813283,25.815158219518874,,,,,,,,
2025-08-11 00:14:15.410810,CELL_0078,service_quality,,,,,,98.81840354564709,98.10952656519076,99.40923891186844,0.41410209826457106,,,,
2025-08-11 00:14:15.410810,CELL_0001,network_performance,14.79723663922524,183.25919453253215,0.6216416742563217,1.9111644845076308,28.474275809230416,,,,,,,,
2025-08-11 00:14:15.410810,CELL_0001,resource_utilization,,,,,,,,,,36.01962233342323,82.78750441039162,33.38283415112401,29.521212752526264
2025-08-11 00:14:15.410810,CELL_0001,service_quality,,,,,,100,96.7083158888108,99.99902690663293,0.26003882043348564,,,,
2025-08-11 00:14:15.410810,CELL_0047,network_performance,16.858611672541098,149.395510906775,0.0434117566915212,1.6158239158369672,35.039528543562305,,,,,,,,
2025-08-11 00:14:15.410810,CELL_0047,resource_utilization,,,,,,,,,,55.98165831747231,15.728510680533972,69.18393046054358,14.182039818431358
2025-08-11 00:14:15.410810,CELL_0047,service_quality,,,,,,100,96.31904965611264,98.96821530407802,0.1040702486325239,,,,
2025-08-11 00:14:25.411715,CELL_0034,network_performance,14.81732558224639,187.0649999867174,0.6079729173535818,1.7378391574788288,27.855214485139015,,,,,,,,
2025-08-11 00:14:25.411715,CELL_0023,resource_utilization,,,,,,,,,,37.77324718079184,55.21649535268651,75.88002477812783,14.193437153762575
