timestamp,alarm_id,cell_id,alarm_type,severity,description,status,source_system,affected_services
2025-08-10 17:17:01.420954,a8d27752-0641-4d7f-ac41-78c41afbeb88,CELL_0057,TEMPERATURE_ALERT,MAJOR,Equipment temperature outside normal range,CLEARED,NMS_5,6
2025-08-10 17:17:01.420954,767a1fa0-8cf7-49b2-b424-dc6031bbf1ea,CELL_0045,SECURITY_BREACH,WARNING,Potential security breach detected,CLEARED,NMS_3,0
2025-08-10 17:17:11.420326,9a370cbe-2a84-415e-b912-fdc10f90b729,CELL_0042,HIGH_LATENCY,MINOR,Network latency above SLA requirements,CLEARED,NMS_4,0
2025-08-10 17:17:11.420326,a7e76e1d-cbc2-4886-aec9-36343cf2f79b,CELL_0065,AUTHENTICATION_FAILURE,MAJOR,Authentication attempt failed,ACKNOWLEDGED,NMS_2,4
2025-08-10 17:17:11.420326,41315b41-f25c-412e-b2dc-d65c88cafdcb,CELL_0085,HARDWARE_FAILURE,MINOR,Hardware component failure detected,CLEARED,NMS_2,0
2025-08-10 17:17:21.420723,33c6c84c-b5af-4765-8a18-3f6cfdf78d7c,CELL_0058,SERVICE_DEGRADATION,MINOR,Service quality metrics below threshold,CLEARED,NMS_5,0
2025-08-10 17:17:21.420723,4c9fcf23-8eaa-4a50-81d3-8e6516fa274d,CELL_0099,HARDWARE_FAILURE,WARNING,Hardware component failure detected,ACTIVE,NMS_3,0
2025-08-10 17:17:31.421209,cfc83ccd-f771-48e5-b94f-1fd82aa94fa6,CELL_0086,HIGH_LATENCY,MINOR,Network latency above SLA requirements,CLEARED,NMS_3,0
2025-08-10 17:17:31.421209,1bd65746-90f4-43d2-ada7-fed651d43944,CELL_0059,HIGH_LATENCY,MAJOR,Network latency above SLA requirements,CLEARED,NMS_3,4
2025-08-10 17:17:41.420716,f4b507e9-69cb-455f-992e-a30bdc40df0d,CELL_0049,BANDWIDTH_CONGESTION,CRITICAL,Bandwidth utilization at capacity,CLEARED,NMS_5,1
2025-08-10 17:17:41.420716,b9f67b58-288f-4816-a663-da93c5935cb1,CELL_0053,HARDWARE_FAILURE,WARNING,Hardware component failure detected,ACTIVE,NMS_2,0
2025-08-10 17:17:51.421043,9a308bcf-2584-464f-9e41-aaf8ab3b06f4,CELL_0094,HIGH_MEMORY_USAGE,MINOR,Memory usage above acceptable limits,CLEARED,NMS_5,0
2025-08-10 17:17:51.421043,cb282662-8897-4b3c-b3f5-9f3532450781,CELL_0068,TEMPERATURE_ALERT,MAJOR,Equipment temperature outside normal range,CLEARED,NMS_3,8
